Minimum_of_Luminosity,Steel_Plate_Thickness,Pastry,Z_Scratch,K_Scratch,Bumps,Target
-0.26609870748602676,0.022919807412130767,3.3592871455983446,-0.32940768537900034,-0.5022529885586836,-0.5110856845951085,0
-0.017079197461135388,0.022919807412130767,3.3592871455983446,-0.32940768537900034,-0.5022529885586836,-0.5110856845951085,0
0.4498323838355359,0.3860818171014863,3.3592871455983446,-0.32940768537900034,-0.5022529885586836,-0.5110856845951085,0
0.4498323838355359,3.836120909150364,3.3592871455983446,-0.32940768537900034,-0.5022529885586836,-0.5110856845951085,0
-1.4800688188573723,1.9295203582812472,3.3592871455983446,-0.32940768537900034,-0.5022529885586836,-0.5110856845951085,0
-0.6396279725233638,-0.7034042119665803,3.3592871455983446,-0.32940768537900034,-0.5022529885586836,-0.5110856845951085,0
-1.915852961400932,1.2939868413248752,3.3592871455983446,-0.32940768537900034,-0.5022529885586836,-0.5110856845951085,0
1.2280183526633215,1.2939868413248752,3.3592871455983446,-0.32940768537900034,-0.5022529885586836,-0.5110856845951085,0
-0.9820297988075894,1.2939868413248752,3.3592871455983446,-0.32940768537900034,-0.5022529885586836,-0.5110856845951085,0
-0.9820297988075894,1.2939868413248752,3.3592871455983446,-0.32940768537900034,-0.5022529885586836,-0.5110856845951085,0
-0.26609870748602676,1.2939868413248752,3.3592871455983446,-0.32940768537900034,-0.5022529885586836,-0.5110856845951085,0
0.3875775063293131,1.2939868413248752,3.3592871455983446,-0.32940768537900034,-0.5022529885586836,-0.5110856845951085,0
0.5432147000948702,1.2939868413248752,3.3592871455983446,-0.32940768537900034,-0.5022529885586836,-0.5110856845951085,0
-0.7018828500295867,1.2939868413248752,3.3592871455983446,-0.32940768537900034,-0.5022529885586836,-0.5110856845951085,0
-1.5111962576104836,1.2939868413248752,3.3592871455983446,-0.32940768537900034,-0.5022529885586836,-0.5110856845951085,0
-1.0754121150669238,1.2939868413248752,3.3592871455983446,-0.32940768537900034,-0.5022529885586836,-0.5110856845951085,0
-2.2893822264382693,1.2939868413248752,3.3592871455983446,-0.32940768537900034,-0.5022529885586836,-0.5110856845951085,0
-0.1727163912266925,1.2939868413248752,3.3592871455983446,-0.32940768537900034,-0.5022529885586836,-0.5110856845951085,0
0.231940312563756,1.2939868413248752,3.3592871455983446,-0.32940768537900034,-0.5022529885586836,-0.5110856845951085,0
0.3564500675762017,2.201891865548264,3.3592871455983446,-0.32940768537900034,-0.5022529885586836,-0.5110856845951085,0
0.07630311879819889,2.201891865548264,3.3592871455983446,-0.32940768537900034,-0.5022529885586836,-0.5110856845951085,0
0.5120872613417587,2.201891865548264,3.3592871455983446,-0.32940768537900034,-0.5022529885586836,-0.5110856845951085,0
