X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Pastry,Z_Scratch,K_Scratch,Stains,Dirtiness,Bumps,Other_Faults
0.025594149908592323,0.027710843373493978,0.05774223689861621,0.05774942357382647,0.6991643454038997,0.23636363636363636,0.8695652173913044,0.6108397365532382,0.3414634146341463,0.0,0.8112874779541448,1.0,0.0,0.4444444444444445,0.050277637556789496,0.27521548465144413,0.09088888888888887,0.14375000000000002,0.3304666750980145,1.0,1.0,0.8923279071465071,0.3702792471398696,0.9494028626128178,0.9531527403928755,0.1243984600577479,0.6587615283267457,1,0,0,0,0,0,0
0.3930530164533821,0.38975903614457835,0.5696851224027216,0.5696885751892085,0.2562674094707521,0.1090909090909091,0.5652173913043479,0.2589462129527991,0.4390243902439024,0.3488372093023253,0.8112874779541448,1.0,0.0,0.4444444444444445,0.7720343260979303,0.4835929230303947,0.11877777777777777,0.07500000000000001,0.4941191349437208,0.8501350135013501,1.0,0.6053726549383167,0.21663181203100013,0.7843012125079768,0.9387778477750415,0.4027911453320502,0.24330259112867805,1,0,0,0,0,0,0
0.5051797684338818,0.5006024096385543,0.3474544199063447,0.3474555393702859,0.15320334261838442,0.07272727272727272,0.32608695652173914,0.16495609220636662,0.621951219512195,0.39534883720930214,0.6984126984126986,1.0,0.0,0.6666666666666667,0.9803129732458354,0.4280961742023288,0.25922222222222224,0.08125000000000002,0.6838244593398255,0.763276327632763,1.0,0.4724432440324111,0.21663181203100013,0.5954963989424743,0.8663879502892159,0.5298363811357075,0.12121212121212119,1,0,0,0,0,0,0
0.8305911029859842,0.8240963855421688,0.4772863885427783,0.47728854908603907,0.4317548746518106,0.09090909090909091,0.41304347826086957,0.40296377607025247,0.35365853658536583,0.06976744186046524,0.2574955908289245,0.0,1.0,0.0,0.001514386673397274,0.17299259035233633,0.32366666666666666,0.26249999999999996,1.0,1.0,1.0,0.7510767209285352,0.4331406077008243,0.6924970371045672,0.833171066949201,0.24903753609239665,0.3135704874835309,1,0,0,0,0,0,0
0.505789152955515,0.5018072289156628,0.4198182802696486,0.4198227378024699,0.4623955431754875,0.09090909090909091,0.6304347826086956,0.515642151481888,0.621951219512195,0.558139534883721,0.2574955908289245,0.0,1.0,0.0,0.7882887430590612,0.2307575986692878,0.12455555555555557,0.16875000000000004,0.7189831794612369,1.0,1.0,0.7708591868019565,0.2989297576577684,0.8354453459750203,0.9357997823721436,0.5623195380173245,0.36773532425706335,1,0,0,0,0,0,0
0.09811090798293724,0.09879518072289158,0.6495529716310744,0.6495552412838334,0.3955431754874652,0.09090909090909091,0.43478260869565216,0.40392425905598245,0.3902439024390243,0.2558139534883721,0.2821869488536155,0.0,1.0,0.0,0.234427057041898,0.0,0.21300000000000002,0.1625,0.7189831794612369,1.0,1.0,0.7260383969632822,0.2989297576577684,0.7093627495669615,0.8902124735123991,0.40375360923965364,0.23115210071731815,1,0,0,0,0,0,0
0.8092626447288239,0.8036144578313255,0.60425197433578,0.6042551779000994,0.5515320334261838,0.1090909090909091,0.5217391304347827,0.4885016465422613,0.2682926829268292,0.06976744186046524,0.2821869488536155,0.0,1.0,0.1111111111111111,0.07137809187279151,0.26644488129442007,0.2856666666666667,0.30000000000000004,1.0,1.0,1.0,0.822176801226367,0.4894821011194489,0.7704439784848208,0.8527575740221063,0.15519730510105878,0.48426291904552776,1,0,0,0,0,0,0
0.44667885435709936,0.4463855421686747,0.890265904766722,0.8902723016695415,0.977715877437326,0.21818181818181817,0.8478260869565217,0.9301591657519209,0.08536585365853655,0.44186046511627897,0.2821869488536155,0.0,1.0,0.1111111111111111,0.9345784957092377,0.3467412672009678,0.199,0.39374999999999993,0.6838244593398255,1.0,1.0,0.9932111832980512,0.5869110591708696,0.940286261281794,0.8974285550655746,0.2557747834456209,0.9865319865319865,1,0,0,0,0,0,0
0.007312614259597807,0.01204819277108434,0.06531419340474527,0.06532024592075882,0.8467966573816156,0.19999999999999998,0.7608695652173914,0.843688254665203,0.08536585365853655,0.39534883720930214,0.22222222222222232,0.0,1.0,0.3333333333333333,0.017869762746087835,0.38817480719794345,0.23077777777777775,0.40625,0.7470595674718603,1.0,1.0,0.9497773560113878,0.5869110591708696,0.9016318716382531,0.8810491953496362,0.3404716073147258,0.9061630800761235,1,0,0,0,0,0,0
0.7672151127361365,0.7632530120481928,0.4296882656238639,0.4296933938884713,0.8579387186629527,0.47272727272727266,0.6956521739130435,0.7768386388583973,0.20731707317073167,0.3720930232558137,0.22222222222222232,0.0,1.0,0.3333333333333333,0.12236244321049974,0.28806895508846214,0.25922222222222224,0.40625,0.2411787024155811,1.0,1.0,0.9537192495802616,0.5869110591708696,0.8699060990062905,0.8663879502892159,0.17540904716073158,0.8366271409749669,1,0,0,0,0,0,0
